"","TipLabels_Data","Date"
"A/Georgia/27/2016--EPI_ISL_224012--A_/_H3N2--02/24/2016","A/Georgia/27/2016--EPI_ISL_224012--A_/_H3N2--02/24/2016","02/24/2016"
"A/Indiana/19/2016--EPI_ISL_212996--A_/_H3N2--02/02/2016","A/Indiana/19/2016--EPI_ISL_212996--A_/_H3N2--02/02/2016","02/02/2016"
"A/Shizuoka/34/2015--EPI_ISL_214007--A_/_H3N2--11/06/2015","A/Shizuoka/34/2015--EPI_ISL_214007--A_/_H3N2--11/06/2015","11/06/2015"
"A/Indiana/10/2016--EPI_ISL_219169--A_/_H3N2--01/19/2016","A/Indiana/10/2016--EPI_ISL_219169--A_/_H3N2--01/19/2016","01/19/2016"
"A/SHIZUOKA/31/2015--EPI_ISL_205810--A_/_H3N2--10/27/2015","A/SHIZUOKA/31/2015--EPI_ISL_205810--A_/_H3N2--10/27/2015","10/27/2015"
"A/SHIZUOKA/32/2015--EPI_ISL_205811--A_/_H3N2--11/02/2015","A/SHIZUOKA/32/2015--EPI_ISL_205811--A_/_H3N2--11/02/2015","11/02/2015"
"A/MIE/25/2015--EPI_ISL_211890--A_/_H3N2--11/05/2015","A/MIE/25/2015--EPI_ISL_211890--A_/_H3N2--11/05/2015","11/05/2015"
"A/KANAGAWA/12/2016--EPI_ISL_215160--A_/_H3N2--01/09/2016","A/KANAGAWA/12/2016--EPI_ISL_215160--A_/_H3N2--01/09/2016","01/09/2016"
"A/YOKOHAMA/101/2015--EPI_ISL_205813--A_/_H3N2--11/19/2015","A/YOKOHAMA/101/2015--EPI_ISL_205813--A_/_H3N2--11/19/2015","11/19/2015"
"A/YOKOHAMA/81/2016--EPI_ISL_218449--A_/_H3N2--02/12/2016","A/YOKOHAMA/81/2016--EPI_ISL_218449--A_/_H3N2--02/12/2016","02/12/2016"
"A/SHIMANE/6/2016--EPI_ISL_218450--A_/_H3N2--01/30/2016","A/SHIMANE/6/2016--EPI_ISL_218450--A_/_H3N2--01/30/2016","01/30/2016"
"A/SHIZUOKA/34/2015--EPI_ISL_208266--A_/_H3N2--11/06/2015","A/SHIZUOKA/34/2015--EPI_ISL_208266--A_/_H3N2--11/06/2015","11/06/2015"
"A/Indiana/10/2016--EPI_ISL_212162--A_/_H3N2--01/19/2016","A/Indiana/10/2016--EPI_ISL_212162--A_/_H3N2--01/19/2016","01/19/2016"
"A/Georgia/03/2016--EPI_ISL_211906--A_/_H3N2--01/12/2016","A/Georgia/03/2016--EPI_ISL_211906--A_/_H3N2--01/12/2016","01/12/2016"
"A/Georgia/03/2016--EPI_ISL_219119--A_/_H3N2--01/12/2016","A/Georgia/03/2016--EPI_ISL_219119--A_/_H3N2--01/12/2016","01/12/2016"
"A/Sri_Lanka/61/2015--EPI_ISL_219076--A_/_H3N2--11/29/2015","A/Sri_Lanka/61/2015--EPI_ISL_219076--A_/_H3N2--11/29/2015","11/29/2015"
"A/Sri_Lanka/61/2015--EPI_ISL_222801--A_/_H3N2--11/29/2015","A/Sri_Lanka/61/2015--EPI_ISL_222801--A_/_H3N2--11/29/2015","11/29/2015"
"A/Sri_Lanka/61/2015--EPI_ISL_237368--A_/_H3N2--11/29/2015","A/Sri_Lanka/61/2015--EPI_ISL_237368--A_/_H3N2--11/29/2015","11/29/2015"
"A/YOKOHAMA/158/2016--EPI_ISL_253067--A_/_H3N2--12/06/2016","A/YOKOHAMA/158/2016--EPI_ISL_253067--A_/_H3N2--12/06/2016","12/06/2016"
"A/YOKOHAMA/1/2017--EPI_ISL_258259--A_/_H3N2--01/07/2017","A/YOKOHAMA/1/2017--EPI_ISL_258259--A_/_H3N2--01/07/2017","01/07/2017"
"A/KAWASAKI/142/2016--EPI_ISL_257705--A_/_H3N2--12/05/2016","A/KAWASAKI/142/2016--EPI_ISL_257705--A_/_H3N2--12/05/2016","12/05/2016"
"A/MIE/31/2016--EPI_ISL_273849--A_/_H3N2--12/08/2016","A/MIE/31/2016--EPI_ISL_273849--A_/_H3N2--12/08/2016","12/08/2016"
"A/Ontario/RV0010/2016--EPI_ISL_213999--A_/_H3N2--01/07/2016","A/Ontario/RV0010/2016--EPI_ISL_213999--A_/_H3N2--01/07/2016","01/07/2016"
"A/FUKUI/48/2016--EPI_ISL_224227--A_/_H3N2--03/11/2016","A/FUKUI/48/2016--EPI_ISL_224227--A_/_H3N2--03/11/2016","03/11/2016"
"A/Victoria/41/2016--EPI_ISL_234059--A_/_H3N2--07/19/2016","A/Victoria/41/2016--EPI_ISL_234059--A_/_H3N2--07/19/2016","07/19/2016"
"A/Tasmania/89/2016--EPI_ISL_239980--A_/_H3N2--09/06/2016","A/Tasmania/89/2016--EPI_ISL_239980--A_/_H3N2--09/06/2016","09/06/2016"
"A/Newcastle/174/2016--EPI_ISL_239933--A_/_H3N2--09/12/2016","A/Newcastle/174/2016--EPI_ISL_239933--A_/_H3N2--09/12/2016","09/12/2016"
"A/Jordan/4052/2016--EPI_ISL_242783--A_/_H3N2--11/29/2016","A/Jordan/4052/2016--EPI_ISL_242783--A_/_H3N2--11/29/2016","11/29/2016"
"A/Picardie/2913/2016--EPI_ISL_239623--A_/_H3N2--10/28/2016","A/Picardie/2913/2016--EPI_ISL_239623--A_/_H3N2--10/28/2016","10/28/2016"
"A/Pays_de_Loire/3206/2016--EPI_ISL_241814--A_/_H3N2--12/07/2016","A/Pays_de_Loire/3206/2016--EPI_ISL_241814--A_/_H3N2--12/07/2016","12/07/2016"
"A/Bretagne/075/2017--EPI_ISL_245287--A_/_H3N2--12/29/2016","A/Bretagne/075/2017--EPI_ISL_245287--A_/_H3N2--12/29/2016","12/29/2016"
"A/Saudi_Arabia/192500/2016--EPI_ISL_239487--A_/_H3N2--09/13/2016","A/Saudi_Arabia/192500/2016--EPI_ISL_239487--A_/_H3N2--09/13/2016","09/13/2016"
"A/Saudi_Arabia/190976/2016--EPI_ISL_239456--A_/_H3N2--09/06/2016","A/Saudi_Arabia/190976/2016--EPI_ISL_239456--A_/_H3N2--09/06/2016","09/06/2016"
"A/England/61360178/2016--EPI_ISL_241291--A_/_H3N2--03/31/2016","A/England/61360178/2016--EPI_ISL_241291--A_/_H3N2--03/31/2016","03/31/2016"
"A/Darwin/1008/2016--EPI_ISL_288859--A_/_H3N2--09/22/2016","A/Darwin/1008/2016--EPI_ISL_288859--A_/_H3N2--09/22/2016","09/22/2016"
"A/Lyon/1993/2016--EPI_ISL_237633--A_/_H3N2--07/16/2016","A/Lyon/1993/2016--EPI_ISL_237633--A_/_H3N2--07/16/2016","07/16/2016"
"A/Lyon/1993/2016--EPI_ISL_331705--A_/_H3N2--07/16/2016","A/Lyon/1993/2016--EPI_ISL_331705--A_/_H3N2--07/16/2016","07/16/2016"
"A/Lyon/2406/2016--EPI_ISL_244195--A_/_H3N2--12/05/2016","A/Lyon/2406/2016--EPI_ISL_244195--A_/_H3N2--12/05/2016","12/05/2016"
"A/Sri_Lanka/21/2016--EPI_ISL_234133--A_/_H3N2--07/27/2016","A/Sri_Lanka/21/2016--EPI_ISL_234133--A_/_H3N2--07/27/2016","07/27/2016"
"A/Sri_Lanka/40/2016--EPI_ISL_249221--A_/_H3N2--12/06/2016","A/Sri_Lanka/40/2016--EPI_ISL_249221--A_/_H3N2--12/06/2016","12/06/2016"
"A/Sri_Lanka/39/2016--EPI_ISL_249220--A_/_H3N2--11/28/2016","A/Sri_Lanka/39/2016--EPI_ISL_249220--A_/_H3N2--11/28/2016","11/28/2016"
"A/Athens.GR/4010/2016--EPI_ISL_245995--A_/_H3N2--12/20/2016","A/Athens.GR/4010/2016--EPI_ISL_245995--A_/_H3N2--12/20/2016","12/20/2016"
"A/Sri_Lanka/31/2016--EPI_ISL_249210--A_/_H3N2--10/17/2016","A/Sri_Lanka/31/2016--EPI_ISL_249210--A_/_H3N2--10/17/2016","10/17/2016"
"A/England/65180254/2016--EPI_ISL_248521--A_/_H3N2--12/23/2016","A/England/65180254/2016--EPI_ISL_248521--A_/_H3N2--12/23/2016","12/23/2016"
"A/England/65260883/2016--EPI_ISL_248528--A_/_H3N2--12/22/2016","A/England/65260883/2016--EPI_ISL_248528--A_/_H3N2--12/22/2016","12/22/2016"
"A/Sweden/73/2016--EPI_ISL_241913--A_/_H3N2--11/29/2016","A/Sweden/73/2016--EPI_ISL_241913--A_/_H3N2--11/29/2016","11/29/2016"
"A/England/64920038/2016--EPI_ISL_270425--A_/_H3N2--12/06/2016","A/England/64920038/2016--EPI_ISL_270425--A_/_H3N2--12/06/2016","12/06/2016"
"A/Iran/58117/2016--EPI_ISL_248436--A_/_H3N2--11/08/2016","A/Iran/58117/2016--EPI_ISL_248436--A_/_H3N2--11/08/2016","11/08/2016"
"A/Azerbaijan/899/2016--EPI_ISL_262186--A_/_H3N2--06/12/2016","A/Azerbaijan/899/2016--EPI_ISL_262186--A_/_H3N2--06/12/2016","06/12/2016"
"A/England/70840265/2017--EPI_ISL_270553--A_/_H3N2--02/22/2017","A/England/70840265/2017--EPI_ISL_270553--A_/_H3N2--02/22/2017","02/22/2017"
"A/England/65120006/2016--EPI_ISL_270436--A_/_H3N2--12/16/2016","A/England/65120006/2016--EPI_ISL_270436--A_/_H3N2--12/16/2016","12/16/2016"
"A/Sri_Lanka/37/2016--EPI_ISL_249219--A_/_H3N2--11/21/2016","A/Sri_Lanka/37/2016--EPI_ISL_249219--A_/_H3N2--11/21/2016","11/21/2016"
"A/Sri_Lanka/45/2016--EPI_ISL_249211--A_/_H3N2--12/17/2016","A/Sri_Lanka/45/2016--EPI_ISL_249211--A_/_H3N2--12/17/2016","12/17/2016"
"A/Perth/188/2016--EPI_ISL_249270--A_/_H3N2--09/02/2016","A/Perth/188/2016--EPI_ISL_249270--A_/_H3N2--09/02/2016","09/02/2016"
"A/Grenoble/552/2017--EPI_ISL_331659--A_/_H3N2--12/23/2016","A/Grenoble/552/2017--EPI_ISL_331659--A_/_H3N2--12/23/2016","12/23/2016"
"A/Milano/78/2016--EPI_ISL_245191--A_/_H3N2--11/22/2016","A/Milano/78/2016--EPI_ISL_245191--A_/_H3N2--11/22/2016","11/22/2016"
"A/England/70380035/2017--EPI_ISL_270489--A_/_H3N2--01/20/2017","A/England/70380035/2017--EPI_ISL_270489--A_/_H3N2--01/20/2017","01/20/2017"
"A/Lyon/1401R0150/2017--EPI_ISL_331686--A_/_H3N2--01/14/2017","A/Lyon/1401R0150/2017--EPI_ISL_331686--A_/_H3N2--01/14/2017","01/14/2017"
"A/Victoria/49/2016--EPI_ISL_234073--A_/_H3N2--07/27/2016","A/Victoria/49/2016--EPI_ISL_234073--A_/_H3N2--07/27/2016","07/27/2016"
"A/Sydney/1069/2016--EPI_ISL_234129--A_/_H3N2--08/16/2016","A/Sydney/1069/2016--EPI_ISL_234129--A_/_H3N2--08/16/2016","08/16/2016"
"A/Victoria/805/2016--EPI_ISL_234161--A_/_H3N2--08/14/2016","A/Victoria/805/2016--EPI_ISL_234161--A_/_H3N2--08/14/2016","08/14/2016"
"A/Victoria/906/2016--EPI_ISL_234173--A_/_H3N2--07/28/2016","A/Victoria/906/2016--EPI_ISL_234173--A_/_H3N2--07/28/2016","07/28/2016"
"A/Victoria/546/2016--EPI_ISL_234156--A_/_H3N2--07/31/2016","A/Victoria/546/2016--EPI_ISL_234156--A_/_H3N2--07/31/2016","07/31/2016"
"A/Newcastle/54/2016--EPI_ISL_234136--A_/_H3N2--07/15/2016","A/Newcastle/54/2016--EPI_ISL_234136--A_/_H3N2--07/15/2016","07/15/2016"
"A/Victoria/910/2016--EPI_ISL_234210--A_/_H3N2--08/23/2016","A/Victoria/910/2016--EPI_ISL_234210--A_/_H3N2--08/23/2016","08/23/2016"
"A/Victoria/2106/2016--EPI_ISL_234166--A_/_H3N2--08/17/2016","A/Victoria/2106/2016--EPI_ISL_234166--A_/_H3N2--08/17/2016","08/17/2016"
"A/Newcastle/68/2016--EPI_ISL_234153--A_/_H3N2--07/30/2016","A/Newcastle/68/2016--EPI_ISL_234153--A_/_H3N2--07/30/2016","07/30/2016"
"A/Newcastle/104/2016--EPI_ISL_234181--A_/_H3N2--08/07/2016","A/Newcastle/104/2016--EPI_ISL_234181--A_/_H3N2--08/07/2016","08/07/2016"
"A/South_Australia/1001/2016--EPI_ISL_234120--A_/_H3N2--08/10/2016","A/South_Australia/1001/2016--EPI_ISL_234120--A_/_H3N2--08/10/2016","08/10/2016"
"A/Victoria/2089/2016--EPI_ISL_234193--A_/_H3N2--08/14/2016","A/Victoria/2089/2016--EPI_ISL_234193--A_/_H3N2--08/14/2016","08/14/2016"
"A/Victoria/550/2016--EPI_ISL_234194--A_/_H3N2--08/15/2016","A/Victoria/550/2016--EPI_ISL_234194--A_/_H3N2--08/15/2016","08/15/2016"
"A/Victoria/557/2016--EPI_ISL_234198--A_/_H3N2--08/11/2016","A/Victoria/557/2016--EPI_ISL_234198--A_/_H3N2--08/11/2016","08/11/2016"
"A/South_Australia/112/2016--EPI_ISL_239973--A_/_H3N2--09/08/2016","A/South_Australia/112/2016--EPI_ISL_239973--A_/_H3N2--09/08/2016","09/08/2016"
"A/South_Australia/112/2016--EPI_ISL_289042--A_/_H3N2--09/08/2016","A/South_Australia/112/2016--EPI_ISL_289042--A_/_H3N2--09/08/2016","09/08/2016"
"A/Ulaanbaatar/3589/2016--EPI_ISL_254708--A_/_H3N2--12/21/2016","A/Ulaanbaatar/3589/2016--EPI_ISL_254708--A_/_H3N2--12/21/2016","12/21/2016"
"A/South_Australia/168/2016--EPI_ISL_249179--A_/_H3N2--12/07/2016","A/South_Australia/168/2016--EPI_ISL_249179--A_/_H3N2--12/07/2016","12/07/2016"
"A/SAPPORO/1/2017--EPI_ISL_258255--A_/_H3N2--01/07/2017","A/SAPPORO/1/2017--EPI_ISL_258255--A_/_H3N2--01/07/2017","01/07/2017"
"A/Israel/R-608/2016--EPI_ISL_263051--A_/_H3N2--12/26/2016","A/Israel/R-608/2016--EPI_ISL_263051--A_/_H3N2--12/26/2016","12/26/2016"
"A/Saudi_Arabia/192137/2016--EPI_ISL_239473--A_/_H3N2--09/11/2016","A/Saudi_Arabia/192137/2016--EPI_ISL_239473--A_/_H3N2--09/11/2016","09/11/2016"
"A/Saudi_Arabia/193426/2016--EPI_ISL_239518--A_/_H3N2--09/18/2016","A/Saudi_Arabia/193426/2016--EPI_ISL_239518--A_/_H3N2--09/18/2016","09/18/2016"
"A/Bretagne/3041/2016--EPI_ISL_241796--A_/_H3N2--11/24/2016","A/Bretagne/3041/2016--EPI_ISL_241796--A_/_H3N2--11/24/2016","11/24/2016"
"A/Bretagne/3130/2016--EPI_ISL_241840--A_/_H3N2--12/05/2016","A/Bretagne/3130/2016--EPI_ISL_241840--A_/_H3N2--12/05/2016","12/05/2016"
"A/Bretagne/3609/2016--EPI_ISL_252522--A_/_H3N2--12/28/2016","A/Bretagne/3609/2016--EPI_ISL_252522--A_/_H3N2--12/28/2016","12/28/2016"
"A/Bretagne/3056/2016--EPI_ISL_241798--A_/_H3N2--11/28/2016","A/Bretagne/3056/2016--EPI_ISL_241798--A_/_H3N2--11/28/2016","11/28/2016"
"A/Ireland/72703/2016--EPI_ISL_267720--A_/_H3N2--11/14/2016","A/Ireland/72703/2016--EPI_ISL_267720--A_/_H3N2--11/14/2016","11/14/2016"
"A/Ireland/79088/2016--EPI_ISL_267723--A_/_H3N2--12/08/2016","A/Ireland/79088/2016--EPI_ISL_267723--A_/_H3N2--12/08/2016","12/08/2016"
"A/England/70380298/2017--EPI_ISL_270490--A_/_H3N2--01/16/2017","A/England/70380298/2017--EPI_ISL_270490--A_/_H3N2--01/16/2017","01/16/2017"
"A/England/70380300/2017--EPI_ISL_270491--A_/_H3N2--01/16/2017","A/England/70380300/2017--EPI_ISL_270491--A_/_H3N2--01/16/2017","01/16/2017"
"A/Newcastle/191/2016--EPI_ISL_239993--A_/_H3N2--09/19/2016","A/Newcastle/191/2016--EPI_ISL_239993--A_/_H3N2--09/19/2016","09/19/2016"
"A/Khmelnitsky/2475/2016--EPI_ISL_248446--A_/_H3N2--12/21/2016","A/Khmelnitsky/2475/2016--EPI_ISL_248446--A_/_H3N2--12/21/2016","12/21/2016"
"A/YOKOHAMA/200/2016--EPI_ISL_253068--A_/_H3N2--12/22/2016","A/YOKOHAMA/200/2016--EPI_ISL_253068--A_/_H3N2--12/22/2016","12/22/2016"
"A/SHIZUOKA/68/2016--EPI_ISL_257917--A_/_H3N2--12/14/2016","A/SHIZUOKA/68/2016--EPI_ISL_257917--A_/_H3N2--12/14/2016","12/14/2016"
"A/South_Australia/1009/2016--EPI_ISL_243968--A_/_H3N2--10/07/2016","A/South_Australia/1009/2016--EPI_ISL_243968--A_/_H3N2--10/07/2016","10/07/2016"
"A/Singapore/TT1312/2016--EPI_ISL_239305--A_/_H3N2--10/06/2016","A/Singapore/TT1312/2016--EPI_ISL_239305--A_/_H3N2--10/06/2016","10/06/2016"
"A/Basse_Normandie/146/2017--EPI_ISL_245295--A_/_H3N2--01/03/2017","A/Basse_Normandie/146/2017--EPI_ISL_245295--A_/_H3N2--01/03/2017","01/03/2017"
"A/Belgium/S0046/2017--EPI_ISL_248830--A_/_H3N2--01/12/2017","A/Belgium/S0046/2017--EPI_ISL_248830--A_/_H3N2--01/12/2017","01/12/2017"
"A/Belgium/G0693/2016--EPI_ISL_264040--A_/_H3N2--12/02/2016","A/Belgium/G0693/2016--EPI_ISL_264040--A_/_H3N2--12/02/2016","12/02/2016"
"A/Singapore/KK1068/2016--EPI_ISL_240778--A_/_H3N2--10/31/2016","A/Singapore/KK1068/2016--EPI_ISL_240778--A_/_H3N2--10/31/2016","10/31/2016"
"A/Singapore/TT1329/2016--EPI_ISL_240782--A_/_H3N2--10/27/2016","A/Singapore/TT1329/2016--EPI_ISL_240782--A_/_H3N2--10/27/2016","10/27/2016"
"A/Saudi_Arabia/192848/2016--EPI_ISL_239799--A_/_H3N2--09/13/2016","A/Saudi_Arabia/192848/2016--EPI_ISL_239799--A_/_H3N2--09/13/2016","09/13/2016"
"A/Saudi_Arabia/191972/2016--EPI_ISL_239469--A_/_H3N2--09/10/2016","A/Saudi_Arabia/191972/2016--EPI_ISL_239469--A_/_H3N2--09/10/2016","09/10/2016"
"A/England/70160053/2017--EPI_ISL_270465--A_/_H3N2--01/03/2017","A/England/70160053/2017--EPI_ISL_270465--A_/_H3N2--01/03/2017","01/03/2017"
"A/Friuli-Venezia_Giulia/68/2017--EPI_ISL_275501--A_/_H3N2--02/20/2017","A/Friuli-Venezia_Giulia/68/2017--EPI_ISL_275501--A_/_H3N2--02/20/2017","02/20/2017"
"A/SAPPORO/91/2016--EPI_ISL_240559--A_/_H3N2--10/27/2016","A/SAPPORO/91/2016--EPI_ISL_240559--A_/_H3N2--10/27/2016","10/27/2016"
"A/Victoria/61/2016--EPI_ISL_234091--A_/_H3N2--08/04/2016","A/Victoria/61/2016--EPI_ISL_234091--A_/_H3N2--08/04/2016","08/04/2016"
"A/Sydney/1062/2016--EPI_ISL_255550--A_/_H3N2--08/11/2016","A/Sydney/1062/2016--EPI_ISL_255550--A_/_H3N2--08/11/2016","08/11/2016"
"A/South_Australia/120/2016--EPI_ISL_239977--A_/_H3N2--09/17/2016","A/South_Australia/120/2016--EPI_ISL_239977--A_/_H3N2--09/17/2016","09/17/2016"
"A/Victoria/813/2016--EPI_ISL_237898--A_/_H3N2--08/29/2016","A/Victoria/813/2016--EPI_ISL_237898--A_/_H3N2--08/29/2016","08/29/2016"
"A/South_Australia/124/2016--EPI_ISL_239985--A_/_H3N2--09/21/2016","A/South_Australia/124/2016--EPI_ISL_239985--A_/_H3N2--09/21/2016","09/21/2016"
"A/Sydney/297/2016--EPI_ISL_239978--A_/_H3N2--09/09/2016","A/Sydney/297/2016--EPI_ISL_239978--A_/_H3N2--09/09/2016","09/09/2016"
"A/Victoria/808/2016--EPI_ISL_234157--A_/_H3N2--08/13/2016","A/Victoria/808/2016--EPI_ISL_234157--A_/_H3N2--08/13/2016","08/13/2016"
"A/Santa_Catarina/1909/2016--EPI_ISL_274183--A_/_H3N2--12/27/2016","A/Santa_Catarina/1909/2016--EPI_ISL_274183--A_/_H3N2--12/27/2016","12/27/2016"
"A/Padova/27/2016--EPI_ISL_245198--A_/_H3N2--12/01/2016","A/Padova/27/2016--EPI_ISL_245198--A_/_H3N2--12/01/2016","12/01/2016"
"A/Singapore/GP2044/2016--EPI_ISL_239308--A_/_H3N2--08/08/2016","A/Singapore/GP2044/2016--EPI_ISL_239308--A_/_H3N2--08/08/2016","08/08/2016"
"A/England/73160660/2017--EPI_ISL_286826--A_/_H3N2--01/12/2017","A/England/73160660/2017--EPI_ISL_286826--A_/_H3N2--01/12/2017","01/12/2017"
"A/Victoria/2076/2016--EPI_ISL_234190--A_/_H3N2--08/10/2016","A/Victoria/2076/2016--EPI_ISL_234190--A_/_H3N2--08/10/2016","08/10/2016"
"A/Ireland/86046/2016--EPI_ISL_256029--A_/_H3N2--12/28/2016","A/Ireland/86046/2016--EPI_ISL_256029--A_/_H3N2--12/28/2016","12/28/2016"
"A/Estonia/103933/2016--EPI_ISL_244162--A_/_H3N2--12/21/2016","A/Estonia/103933/2016--EPI_ISL_244162--A_/_H3N2--12/21/2016","12/21/2016"
"A/Singapore/KTP0003/2016--EPI_ISL_239127--A_/_H3N2--08/01/2016","A/Singapore/KTP0003/2016--EPI_ISL_239127--A_/_H3N2--08/01/2016","08/01/2016"
"A/Singapore/INFGP-16-1203/2016--EPI_ISL_225949--A_/_H3N2--06/07/2016","A/Singapore/INFGP-16-1203/2016--EPI_ISL_225949--A_/_H3N2--06/07/2016","06/07/2016"
"A/Ireland/76255/2016--EPI_ISL_267721--A_/_H3N2--11/29/2016","A/Ireland/76255/2016--EPI_ISL_267721--A_/_H3N2--11/29/2016","11/29/2016"
"A/Canberra/83/2016--EPI_ISL_243954--A_/_H3N2--09/29/2016","A/Canberra/83/2016--EPI_ISL_243954--A_/_H3N2--09/29/2016","09/29/2016"
"A/Singapore/INFGP-16-1179/2016--EPI_ISL_225947--A_/_H3N2--06/01/2016","A/Singapore/INFGP-16-1179/2016--EPI_ISL_225947--A_/_H3N2--06/01/2016","06/01/2016"
"A/Austria/960155/2016--EPI_ISL_248396--A_/_H3N2--12/19/2016","A/Austria/960155/2016--EPI_ISL_248396--A_/_H3N2--12/19/2016","12/19/2016"
"A/Singapore/KTP0001/2016--EPI_ISL_239125--A_/_H3N2--08/01/2016","A/Singapore/KTP0001/2016--EPI_ISL_239125--A_/_H3N2--08/01/2016","08/01/2016"
"A/Victoria/116/2016--EPI_ISL_243942--A_/_H3N2--09/06/2016","A/Victoria/116/2016--EPI_ISL_243942--A_/_H3N2--09/06/2016","09/06/2016"
"A/Singapore/KTP0004/2016--EPI_ISL_239128--A_/_H3N2--08/01/2016","A/Singapore/KTP0004/2016--EPI_ISL_239128--A_/_H3N2--08/01/2016","08/01/2016"
"A/Kyiv/953/2016--EPI_ISL_248845--A_/_H3N2--12/12/2016","A/Kyiv/953/2016--EPI_ISL_248845--A_/_H3N2--12/12/2016","12/12/2016"
"A/Andalucia/3045/2016--EPI_ISL_257347--A_/_H3N2--10/13/2016","A/Andalucia/3045/2016--EPI_ISL_257347--A_/_H3N2--10/13/2016","10/13/2016"
"A/Kyiv/893/2016--EPI_ISL_267111--A_/_H3N2--11/27/2016","A/Kyiv/893/2016--EPI_ISL_267111--A_/_H3N2--11/27/2016","11/27/2016"
"A/Singapore/GP1514/2016--EPI_ISL_239117--A_/_H3N2--07/12/2016","A/Singapore/GP1514/2016--EPI_ISL_239117--A_/_H3N2--07/12/2016","07/12/2016"
"A/Victoria/808/2016--EPI_ISL_289096--A_/_H3N2--08/13/2016","A/Victoria/808/2016--EPI_ISL_289096--A_/_H3N2--08/13/2016","08/13/2016"
"A/SHIMANE/51/2016--EPI_ISL_240541--A_/_H3N2--10/24/2016","A/SHIMANE/51/2016--EPI_ISL_240541--A_/_H3N2--10/24/2016","10/24/2016"
"A/Newcastle/68/2016--EPI_ISL_289093--A_/_H3N2--07/30/2016","A/Newcastle/68/2016--EPI_ISL_289093--A_/_H3N2--07/30/2016","07/30/2016"
"A/South_Australia/173/2016--EPI_ISL_288829--A_/_H3N2--12/13/2016","A/South_Australia/173/2016--EPI_ISL_288829--A_/_H3N2--12/13/2016","12/13/2016"
"A/Victoria/546/2016--EPI_ISL_289095--A_/_H3N2--07/31/2016","A/Victoria/546/2016--EPI_ISL_289095--A_/_H3N2--07/31/2016","07/31/2016"
"A/Singapore/TT0946/2016--EPI_ISL_239137--A_/_H3N2--07/22/2016","A/Singapore/TT0946/2016--EPI_ISL_239137--A_/_H3N2--07/22/2016","07/22/2016"
"A/Victoria/673/2016--EPI_ISL_244010--A_/_H3N2--11/19/2016","A/Victoria/673/2016--EPI_ISL_244010--A_/_H3N2--11/19/2016","11/19/2016"
"A/KANAGAWA/IC1604/2016--EPI_ISL_242838--A_/_H3N2--12/14/2016","A/KANAGAWA/IC1604/2016--EPI_ISL_242838--A_/_H3N2--12/14/2016","12/14/2016"
"A/Singapore/GP2174/2016--EPI_ISL_239302--A_/_H3N2--08/18/2016","A/Singapore/GP2174/2016--EPI_ISL_239302--A_/_H3N2--08/18/2016","08/18/2016"
"A/Singapore/KK0781/2016--EPI_ISL_239121--A_/_H3N2--07/13/2016","A/Singapore/KK0781/2016--EPI_ISL_239121--A_/_H3N2--07/13/2016","07/13/2016"
"A/Singapore/GP2610/2016--EPI_ISL_240795--A_/_H3N2--11/24/2016","A/Singapore/GP2610/2016--EPI_ISL_240795--A_/_H3N2--11/24/2016","11/24/2016"
"A/Kyiv/949/2016--EPI_ISL_248844--A_/_H3N2--12/12/2016","A/Kyiv/949/2016--EPI_ISL_248844--A_/_H3N2--12/12/2016","12/12/2016"
"A/SHIMANE/59/2016--EPI_ISL_240548--A_/_H3N2--11/02/2016","A/SHIMANE/59/2016--EPI_ISL_240548--A_/_H3N2--11/02/2016","11/02/2016"
"A/Kyiv/948/2016--EPI_ISL_248843--A_/_H3N2--12/13/2016","A/Kyiv/948/2016--EPI_ISL_248843--A_/_H3N2--12/13/2016","12/13/2016"
"A/KANAGAWA/IC1605/2016--EPI_ISL_252772--A_/_H3N2--12/14/2016","A/KANAGAWA/IC1605/2016--EPI_ISL_252772--A_/_H3N2--12/14/2016","12/14/2016"
"A/SHIMANE/53/2016--EPI_ISL_240546--A_/_H3N2--11/02/2016","A/SHIMANE/53/2016--EPI_ISL_240546--A_/_H3N2--11/02/2016","11/02/2016"
"A/Kyiv/899/2016--EPI_ISL_264072--A_/_H3N2--12/05/2016","A/Kyiv/899/2016--EPI_ISL_264072--A_/_H3N2--12/05/2016","12/05/2016"
"A/Singapore/ED0077/2016--EPI_ISL_239307--A_/_H3N2--08/31/2016","A/Singapore/ED0077/2016--EPI_ISL_239307--A_/_H3N2--08/31/2016","08/31/2016"
"A/KANAGAWA/IC1604/2016--EPI_ISL_252771--A_/_H3N2--12/14/2016","A/KANAGAWA/IC1604/2016--EPI_ISL_252771--A_/_H3N2--12/14/2016","12/14/2016"
"A/South_Australia/166/2016--EPI_ISL_249178--A_/_H3N2--12/07/2016","A/South_Australia/166/2016--EPI_ISL_249178--A_/_H3N2--12/07/2016","12/07/2016"
"A/Saudi_Arabia/192308/2016--EPI_ISL_239480--A_/_H3N2--09/10/2016","A/Saudi_Arabia/192308/2016--EPI_ISL_239480--A_/_H3N2--09/10/2016","09/10/2016"
"A/Newcastle/180/2016--EPI_ISL_288860--A_/_H3N2--09/14/2016","A/Newcastle/180/2016--EPI_ISL_288860--A_/_H3N2--09/14/2016","09/14/2016"
